type,term,level,pos,definition_url,voice_url
word,magistrate,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/magistrate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mag/magis/magistrate__us_1.ogg
word,magnetic,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/magnetic,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mag/magne/magnetic__us_1.ogg
word,magnificent,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/magnificent,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mag/magni/magnificent__us_1.ogg
word,magnitude,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/magnitude,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mag/magni/magnitude__us_1.ogg
word,mail,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mail_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/mail_/mail__us_1.ogg
word,mail,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/mail_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/mail_/mail__us_1.ogg
word,main,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/main_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/main_/main__us_1.ogg
word,mainland,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/the-mainland,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/mainl/mainland__us_2_rr.ogg
word,mainly,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/mainly,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/mainl/mainly__us_2.ogg
word,mainstream,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/mainstream_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/mains/mainstream__us_1.ogg
word,mainstream,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mainstream_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/mains/mainstream__us_1.ogg
word,maintain,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/maintain,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/maint/maintain__us_2.ogg
word,maintenance,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/maintenance,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/maint/maintenance__us_1.ogg
word,major,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/major_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/maj/major/major__us_2.ogg
word,major,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/major_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/maj/major/major__us_2.ogg
word,majority,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/majority,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/maj/major/majority__us_3_rr.ogg
word,make,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/make_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mak/make_/make__us_1.ogg
word,make,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/make_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mak/make_/make__us_1.ogg
word,make-up,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/make-up_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mak/make_/make_up_1_us_1.ogg
word,making,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/making,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mak/makin/making__us_1.ogg
word,male,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/male_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mal/male_/male__us_1.ogg
word,male,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/male_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mal/male_/male__us_1.ogg
word,mall,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mall_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mal/mall_/mall__us_1.ogg
word,man,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/man_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/man__/man__us_1.ogg
word,manage,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/manage,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manag/manage__us_2.ogg
word,management,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/management,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manag/management__us_1.ogg
word,manager,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/manager,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manag/manager__us_2.ogg
word,mandate,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mandate_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manda/mandate__us_1.ogg
word,mandatory,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/mandatory,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manda/mandatory__us_1.ogg
word,manifest,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/manifest_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manif/manifest__us_1.ogg
word,manipulate,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/manipulate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manip/manipulate__us_1.ogg
word,manipulation,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/manipulation,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manip/manipulation__us_1.ogg
word,manner,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/manner,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manne/manner__us_2.ogg
word,manufacture,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/manufacture_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manuf/manufacture__us_1.ogg
word,manufacturing,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/manufacturing,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manuf/manufacturing__us_1.ogg
word,manuscript,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/manuscript,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manus/manuscript__us_1.ogg
word,many,a1,determiner,https://www.oxfordlearnersdictionaries.com/definition/english/many,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/many_/many__us_2.ogg
word,many,a1,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/many,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/many_/many__us_2.ogg
word,map,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/map_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/map/map__/map__us_1.ogg
word,map,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/map_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/map/map__/map__us_1.ogg
word,marathon,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/marathon_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marat/marathon__us_1.ogg
word,march,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/march_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/march/march__us_2.ogg
word,march,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/march_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/march/march__us_2.ogg
word,march,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/march_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/march/march__us_2.ogg
word,margin,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/margin,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/margi/margin__us_1.ogg
word,marginal,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/marginal_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/margi/marginal__us_1.ogg
word,marine,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/marine_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marin/marine__us_1.ogg
word,mark,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mark_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/mark_/mark__us_1.ogg
word,mark,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/mark_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/mark_/mark__us_1.ogg
word,marker,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/marker,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marke/marker__us_1.ogg
word,market,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/market_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marke/market__us_1.ogg
word,market,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/market_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marke/market__us_1.ogg
word,marketing,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/marketing,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marke/marketing__us_2.ogg
word,marketplace,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/marketplace,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marke/marketplace__us_1.ogg
word,marriage,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/marriage,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marri/marriage__us_1.ogg
word,married,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/married,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marri/married__us_4.ogg
word,marry,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/marry,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marry/marry__us_2.ogg
word,martial,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/martial,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marti/martial__us_1.ogg
word,mask,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mask_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/mask_/mask__us_1.ogg
word,mass,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/mass_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/mass_/mass__us_2.ogg
word,mass,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mass_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/mass_/mass__us_2.ogg
word,massacre,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/massacre_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/massa/massacre__us_1.ogg
word,massive,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/massive,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/massi/massive__us_2.ogg
word,master,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/master_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/maste/master__us_2.ogg
word,master,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/master_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/maste/master__us_2.ogg
word,match,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/match_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/match/match__us_1.ogg
word,match,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/match_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/match/match__us_1.ogg
word,matching,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/matching,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/match/matching__us_3.ogg
word,mate,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mate_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/mate_/mate__us_1.ogg
word,mate,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/mate_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/mate_/mate__us_1.ogg
word,material,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/material_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/mater/material__us_2.ogg
word,material,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/material_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/mater/material__us_2.ogg
word,mathematical,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/mathematical,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/mathe/mathematical__us_1.ogg
word,mathematics,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mathematics,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/mathe/mathematics__us_1.ogg
word,maths,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/maths,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/maths/maths__us_3.ogg
word,matter,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/matter_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/matte/matter__us_2.ogg
word,matter,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/matter_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/matte/matter__us_2.ogg
word,mature,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/mature_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/matur/mature__us_1_rr.ogg
word,mature,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/mature_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/matur/mature__us_1_rr.ogg
word,maximize,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/maximize,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/max/maxim/maximize__us_1.ogg
word,maximum,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/maximum_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/max/maxim/maximum__us_2.ogg
word,maximum,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/maximum_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/max/maxim/maximum__us_2.ogg
word,may,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/may_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/may/may__/may__us_2.ogg
word,may,a2,modal verb,https://www.oxfordlearnersdictionaries.com/definition/english/may_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/may/may__/may__us_2.ogg
word,maybe,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/maybe_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/may/maybe/maybe__us_2.ogg
word,mayor,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mayor,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/may/mayor/mayor__us_1_rr.ogg
word,me,a1,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/me_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/me_/me__u/me__us_2.ogg
word,meal,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/meal,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meal_/meal__us_1.ogg
word,mean,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/mean_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/mean_/mean__us_1.ogg
word,meaning,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/meaning_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meani/meaning__us_3.ogg
word,meaningful,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/meaningful,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meani/meaningful__us_1.ogg
word,means,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/means,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/means/means__us_1.ogg
word,meantime,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/meantime_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meant/meantime__us_1.ogg
word,meanwhile,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/meanwhile_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meanw/meanwhile__us_1.ogg
word,measure,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/measure_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/measu/measure__us_1.ogg
word,measure,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/measure_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/measu/measure__us_1.ogg
word,measurement,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/measurement,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/measu/measurement__us_1.ogg
word,meat,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/meat,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meat_/meat__us_1.ogg
word,mechanic,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mechanic,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mec/mecha/mechanic__us_1.ogg
word,mechanical,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/mechanical,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mec/mecha/mechanical__us_1.ogg
word,mechanism,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mechanism,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mec/mecha/mechanism__us_1.ogg
word,medal,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/medal_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medal/medal__us_1.ogg
word,media,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/media,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/media/media__us_1.ogg
word,medical,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/medical_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medic/medical__us_2.ogg
word,medication,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/medication,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medic/medication__us_1.ogg
word,medicine,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/medicine,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medic/medicine__us_2.ogg
word,medieval,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/medieval,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medie/medieval__us_2_rr.ogg
word,meditation,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/meditation,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medit/meditation__us_1.ogg
word,medium,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/medium_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/mediu/medium__us_1.ogg
word,medium,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/medium_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/mediu/medium__us_1.ogg
word,meet,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/meet_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mee/meet_/meet__us_1.ogg
word,meeting,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/meeting,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mee/meeti/meeting__us_1.ogg
word,melody,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/melody,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mel/melod/melody__us_1.ogg
word,melt,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/melt,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mel/melt_/melt__us_1.ogg
word,member,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/member,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/membe/member__us_1.ogg
word,membership,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/membership,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/membe/membership__us_1.ogg
word,memo,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/memo,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/memo_/memo__us_1.ogg
word,memoir,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/memoir,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/memoi/memoir__us_1.ogg
word,memorable,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/memorable,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/memor/memorable__us_1.ogg
word,memorial,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/memorial_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/memor/memorial__us_1.ogg
word,memory,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/memory,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/memor/memory__us_1_rr.ogg
word,mental,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/mental_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/men/menta/mental__us_1.ogg
word,mention,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mention_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/men/menti/mention__us_1.ogg
word,mention,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/mention_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/men/menti/mention__us_1.ogg
word,mentor,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mentor,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/men/mento/mentor__us_1_rr.ogg
word,menu,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/menu,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/men/menu_/menu__us_1.ogg
word,merchant,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/merchant_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/merch/merchant__us_1.ogg
word,mercy,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mercy,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/mercy/mercy__us_1.ogg
word,mere,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/mere_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/mere_/mere__us_1.ogg
word,merely,c1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/merely,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/merel/merely__us_1.ogg
word,merge,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/merge,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/merge/merge__us_1.ogg
word,merger,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/merger,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/merge/merger__us_1.ogg
word,merit,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/merit_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/merit/merit__us_1.ogg
word,mess,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mess_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mes/mess_/mess__us_1.ogg
word,message,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/message_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mes/messa/message__us_1.ogg
word,metal,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/metal,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/met/metal/metal__us_1.ogg
word,metaphor,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/metaphor,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/met/metap/metaphor__us_1.ogg
word,method,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/method,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/met/metho/method__us_1.ogg
word,methodology,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/methodology,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/met/metho/methodology__us_1.ogg
word,metre,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/metre,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/met/metre/metre__us_1.ogg
word,middle,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/middle_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mid/middl/middle__us_2.ogg
word,middle,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/middle_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mid/middl/middle__us_2.ogg
word,midnight,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/midnight,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mid/midni/midnight__us_1.ogg
word,midst,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/midst,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mid/midst/midst__us_1.ogg
word,might,a2,modal verb,https://www.oxfordlearnersdictionaries.com/definition/english/might_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mig/might/might__us_2.ogg
word,migration,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/migration,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mig/migra/migration__us_1.ogg
word,mild,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/mild_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/mild_/mild__us_1.ogg
word,mile,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mile,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/mile_/mile__us_1.ogg
word,militant,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/militant_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/milit/militant__us_1.ogg
