type,term,level,pos,definition_url,voice_url
word,electoral,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/electoral,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electoral__us_1.ogg
word,electric,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/electric_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electric__us_1.ogg
word,electrical,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/electrical,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electrical__us_3.ogg
word,electricity,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/electricity,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electricity__us_6.ogg
word,electronic,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/electronic,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electronic__us_5.ogg
word,electronics,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/electronics,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electronics__us_1.ogg
word,elegant,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/elegant,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elega/elegant__us_1.ogg
word,element,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/element,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleme/element__us_1.ogg
word,elementary,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/elementary,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleme/elementary__us_1_rr.ogg
word,elephant,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/elephant,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleph/elephant__us_1.ogg
word,elevate,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/elevate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleva/elevate__us_1.ogg
word,eleven,a1,number,https://www.oxfordlearnersdictionaries.com/definition/english/eleven,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleve/eleven__us_1.ogg
word,eligible,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/eligible,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eli/eligi/eligible__us_1.ogg
word,eliminate,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/eliminate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eli/elimi/eliminate__us_1.ogg
word,elite,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/elite_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eli/elite/elite__us_1_rr.ogg
word,else,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/else,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/els/else_/else__us_1.ogg
word,elsewhere,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/elsewhere,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/els/elsew/elsewhere__us_1.ogg
word,email,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/email_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ema/email/email__us_2.ogg
word,email,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/email_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ema/email/email__us_2.ogg
word,embark,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/embark,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embar/embark__us_1.ogg
word,embarrassed,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/embarrassed,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embar/embarrassed__us_1.ogg
word,embarrassing,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/embarrassing,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embar/embarrassing__us_1.ogg
word,embarrassment,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/embarrassment,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embar/embarrassment__us_1.ogg
word,embassy,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/embassy,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embas/embassy__us_1.ogg
word,embed,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/embed,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embed/embed__us_1.ogg
word,embody,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/embody,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embod/embody__us_1.ogg
word,embrace,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/embrace_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embra/embrace__us_1.ogg
word,emerge,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/emerge,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eme/emerg/emerge__us_4.ogg
word,emergence,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/emergence,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eme/emerg/emergence__us_2.ogg
word,emergency,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/emergency,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eme/emerg/emergency__us_2.ogg
word,emission,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/emission,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emi/emiss/emission__us_1.ogg
word,emotion,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/emotion,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emo/emoti/emotion__us_1.ogg
word,emotional,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/emotional,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emo/emoti/emotional__us_1.ogg
word,emotionally,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/emotionally,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emo/emoti/emotionally__us_1.ogg
word,emphasis,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/emphasis,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empha/emphasis__us_1.ogg
word,emphasize,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/emphasize,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empha/emphasize__us_1.ogg
word,empire,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/empire,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empir/empire__us_1.ogg
word,empirical,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/empirical,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empir/empirical__us_1.ogg
word,employ,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/employ_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/emplo/employ__us_4.ogg
word,employee,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/employee,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/emplo/employee__us_1_rr.ogg
word,employer,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/employer,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/emplo/employer__us_1.ogg
word,employment,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/employment,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/emplo/employment__us_1.ogg
word,empower,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/empower,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empow/empower__us_1.ogg
word,empty,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/empty_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empty/empty__us_2.ogg
word,empty,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/empty_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empty/empty__us_2.ogg
word,enable,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/enable,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ena/enabl/enable__us_3.ogg
word,enact,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/enact,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ena/enact/enact__us_1.ogg
word,encompass,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/encompass,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encom/encompass__us_1.ogg
word,encounter,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/encounter_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encou/encounter__us_5.ogg
word,encounter,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/encounter_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encou/encounter__us_5.ogg
word,encourage,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/encourage,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encou/encourage__us_4.ogg
word,encouragement,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/encouragement,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encou/encouragement__us_1.ogg
word,encouraging,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/encouraging,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encou/encouraging__us_1.ogg
word,end,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/end_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/end__/end__us_1.ogg
word,end,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/end_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/end__/end__us_1.ogg
word,endeavour,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/endeavour_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endea/endeavour__us_1.ogg
word,ending,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ending,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endin/ending__us_3.ogg
word,endless,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/endless,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endle/endless__us_1.ogg
word,endorse,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/endorse,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endor/endorse__us_1.ogg
word,endorsement,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/endorsement,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endor/endorsement__us_1.ogg
word,endure,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/endure,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endur/endure__us_1.ogg
word,enemy,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/enemy,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ene/enemy/enemy__us_2.ogg
word,energy,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/energy,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ene/energ/energy__us_2.ogg
word,enforce,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/enforce,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enf/enfor/enforce__us_1.ogg
word,enforcement,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/enforcement,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enf/enfor/enforcement__us_1.ogg
word,engage,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/engage,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engag/engage__us_1.ogg
word,engaged,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/engaged,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engag/engaged__us_4.ogg
word,engagement,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/engagement,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engag/engagement__us_1.ogg
word,engaging,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/engaging,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engag/engaging__us_1.ogg
word,engine,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/engine,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engin/engine__us_2.ogg
word,engineer,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/engineer_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engin/engineer__us_2.ogg
word,engineering,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/engineering,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engin/engineering__us_1.ogg
word,enhance,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/enhance,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enh/enhan/enhance__us_3.ogg
word,enjoy,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/enjoy,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enj/enjoy/enjoy__us_1.ogg
word,enjoyable,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/enjoyable,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enj/enjoy/enjoyable__us_1.ogg
word,enormous,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/enormous,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eno/enorm/enormous__us_1.ogg
word,enough,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/enough_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eno/enoug/enough__us_1.ogg
word,enough,a1,determiner,https://www.oxfordlearnersdictionaries.com/definition/english/enough_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eno/enoug/enough__us_1.ogg
word,enough,a1,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/enough_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eno/enoug/enough__us_1.ogg
word,enquire,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/enquire,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enq/enqui/enquire__us_1.ogg
word,enquiry,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/enquiry,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enq/enqui/enquiry__us_3.ogg
word,enrich,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/enrich,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enr/enric/enrich__us_1.ogg
word,enrol,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/enrol,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enr/enrol/enrol__us_1.ogg
word,ensue,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/ensue,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ens/ensue/ensue__us_1.ogg
word,ensure,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/ensure,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ens/ensur/ensure__us_1.ogg
word,enter,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/enter,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enter/enter__us_4.ogg
word,enterprise,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/enterprise,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enter/enterprise__us_1.ogg
word,entertain,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/entertain,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enter/entertain__us_3.ogg
word,entertaining,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/entertaining,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enter/entertaining__us_1.ogg
word,entertainment,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/entertainment,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enter/entertainment__us_1.ogg
word,enthusiasm,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/enthusiasm,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enthu/enthusiasm__us_4.ogg
word,enthusiast,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/enthusiast,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enthu/enthusiast__us_1.ogg
word,enthusiastic,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/enthusiastic,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enthu/enthusiastic__us_4.ogg
word,entire,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/entire,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entir/entire__us_3.ogg
word,entirely,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/entirely,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entir/entirely__us_3.ogg
word,entitle,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/entitle,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entit/entitle__us_1.ogg
word,entity,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/entity,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entit/entity__us_1.ogg
word,entrance,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/entrance1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entra/entrance__us_7.ogg
word,entrepreneur,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/entrepreneur,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entre/entrepreneur__us_2_rr.ogg
word,entry,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/entry,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entry/entry__us_2.ogg
word,envelope,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/envelope,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/env/envel/envelope__us_1_rr.ogg
word,environment,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/environment,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/env/envir/environment__us_2_rr.ogg
word,environmental,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/environmental,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/env/envir/environmental__us_2_rr.ogg
word,epidemic,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/epidemic_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/epi/epide/epidemic__us_1.ogg
word,episode,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/episode,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/epi/episo/episode__us_2.ogg
word,equal,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/equal_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equal/equal__us_1.ogg
word,equal,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/equal_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equal/equal__us_1.ogg
word,equal,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/equal_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equal/equal__us_1.ogg
word,equality,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/equality,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equal/equality__us_1.ogg
word,equally,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/equally,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equal/equally__us_2.ogg
word,equation,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/equation,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equat/equation__us_1.ogg
word,equip,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/equip,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equip/equip__us_1.ogg
word,equipment,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/equipment,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equip/equipment__us_1.ogg
word,equivalent,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/equivalent_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equiv/equivalent__us_1.ogg
word,equivalent,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/equivalent_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equiv/equivalent__us_1.ogg
word,era,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/era,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/era/era__/era__us_1_rr.ogg
word,erect,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/erect_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ere/erect/erect__us_1.ogg
word,error,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/error,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/err/error/error__us_2.ogg
word,erupt,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/erupt,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eru/erupt/erupt__us_1.ogg
word,escalate,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/escalate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/esc/escal/escalate__us_1.ogg
word,escape,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/escape_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/esc/escap/escape__us_2.ogg
word,escape,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/escape_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/esc/escap/escape__us_2.ogg
word,especially,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/especially,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/esp/espec/especially__us_1_rr.ogg
word,essay,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/essay_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ess/essay/essay__us_1.ogg
word,essence,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/essence,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ess/essen/essence__us_1.ogg
word,essential,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/essential_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ess/essen/essential__us_2.ogg
word,essentially,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/essentially,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ess/essen/essentially__us_1.ogg
word,establish,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/establish,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/est/estab/establish__us_2.ogg
word,establishment,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/establishment,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/est/estab/establishment__us_1.ogg
word,estate,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/estate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/est/estat/estate__us_2.ogg
word,estimate,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/estimate_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/est/estim/estimate__us_1.ogg
word,estimate,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/estimate_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/est/estim/estimate__us_2.ogg
word,eternal,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/eternal,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ete/etern/eternal__us_1.ogg
word,ethic,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ethic,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eth/ethic/ethic__us_1.ogg
word,ethical,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ethical,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eth/ethic/ethical__us_2.ogg
word,ethnic,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ethnic_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eth/ethni/ethnic__us_1.ogg
word,euro,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/euro_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eur/euro_/euro__us_1_rr.ogg
word,evacuate,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/evacuate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eva/evacu/evacuate__us_1.ogg
word,evaluate,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/evaluate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eva/evalu/evaluate__us_1.ogg
word,evaluation,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/evaluation,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eva/evalu/evaluation__us_1.ogg
word,even,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/even_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/even_/even__us_1.ogg
word,even,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/even_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/even_/even__us_1.ogg
word,evening,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/evening,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/eveni/evening__us_1.ogg
word,event,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/event,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/event/event__us_1.ogg
word,eventually,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/eventually,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/event/eventually__us_1_rr.ogg
word,ever,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/ever,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/ever_/ever__us_2.ogg
word,every,a1,determiner,https://www.oxfordlearnersdictionaries.com/definition/english/every,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/every/every__us_2.ogg
